;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
353;01/09/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
354;02/08/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
355;05/07/1999;0,1177;JRS CAP PRÓPRIO;- ;1000;BBDC3
356;01/07/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
357;01/06/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
358;03/05/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
359;05/04/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
360;01/03/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
361;01/02/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
362;04/01/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
363;08/12/1998;0,2962;JRS CAP PRÓPRIO;- ;1000;BBDC3
364;01/12/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
365;03/11/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
366;30/09/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
367;31/08/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
368;31/07/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
369;14/07/1998;0,2273;JRS CAP PRÓPRIO;- ;1000;BBDC3
370;30/06/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
371;29/05/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
372;30/04/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
373;31/03/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
374;27/02/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
375;30/01/1998;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
376;30/12/1997;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
377;09/12/1997;0,3525;JRS CAP PRÓPRIO;- ;1000;BBDC3
378;28/11/1997;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
379;31/10/1997;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
380;30/09/1997;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
381;29/08/1997;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
382;31/07/1997;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
383;04/07/1997;0,1177;JRS CAP PRÓPRIO;- ;1000;BBDC3
384;30/06/1997;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
385;30/05/1997;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
386;30/04/1997;0,0100;DIVIDENDO;- ;1000;BBDC3
387;31/03/1997;0,0100;DIVIDENDO;- ;1000;BBDC3
388;28/02/1997;0,0100;DIVIDENDO;- ;1000;BBDC3
389;31/01/1997;0,0100;DIVIDENDO;- ;1000;BBDC3
390;03/01/1997;0,1000;DIVIDENDO;- ;1000;BBDC3
391;30/12/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
392;29/11/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
393;31/10/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
394;30/09/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
395;30/08/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
396;31/07/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
397;10/07/1996;0,1000;DIVIDENDO;- ;1000;BBDC3
398;28/06/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
399;31/05/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
400;30/04/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
401;29/03/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
402;29/02/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
403;31/01/1996;0,0100;DIVIDENDO;- ;1000;BBDC3
404;28/12/1995;0,0060;DIVIDENDO;- ;1000;BBDC3
405;;;;;;BBDC3
406;2023;0,865;;;;BBDC3
407;2022;0,386;;;;BBDC3
408;2021;0,933;;;;BBDC3
409;2020;0,643;;;;BBDC3
410;2019;1,832;;;;BBDC3
411;2018;1,043;;;;BBDC3
412;2017;1,134;;;;BBDC3
413;2016;1,207;;;;BBDC3
414;2015;1,295;;;;BBDC3
415;2014;1,198;;;;BBDC3
416;2013;0,803;;;;BBDC3
417;2012;0,943;;;;BBDC3
418;2011;0,975;;;;BBDC3
419;2010;0,818;;;;BBDC3
